amount,asset_description,asset_type,comment,disclosure_date,owner,ptr_link,senator,ticker,transaction_date,type
"$1,001 - $15,000",Energy Transfer Equity (ETE),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/21/2015,Sale (Partial)
"$15,001 - $50,000",Twenty-First Century Fox Inc (FOXA),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/21/2015,Purchase
"$1,001 - $15,000",Corning Inc (GLW),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/21/2015,Purchase
"$1,001 - $15,000",Aaron Rents Inc CMN (AAN),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/21/2015,Sale (Partial)
"$1,001 - $15,000",Targa Resources Partners (NGLS),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Sale (Partial)
"$1,001 - $15,000",Sunoco Logistics Partners (SXL),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Sale (Partial)
"$1,001 - $15,000",Energy Transfer Equity (ETE),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Sale (Partial)
"$15,001 - $50,000",The Kraft Heinz Co (KHC),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Purchase
"$15,001 - $50,000",General Electric (GE),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Purchase
"$15,001 - $50,000","Apple, Inc (AAPL)",Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Purchase
"$15,001 - $50,000",Bristol-Myers Squibb (BMY),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Purchase
"$15,001 - $50,000",Cisco Systems Inc (CSCO),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Purchase
"$15,001 - $50,000",JPMorgan Chase (JPM),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Purchase
"$15,001 - $50,000",HCA Holdings Inc (HCA),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Purchase
"$15,001 - $50,000",Kinder Morgan INC CMN Class P (KMI),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Purchase
"$15,001 - $50,000",Exxon Mobil Corp (XOM),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Purchase
"$15,001 - $50,000",Prudential Financial INC (PRU),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Purchase
"$1,001 - $15,000",CBS Corp CMN Class B (CBS),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Purchase
"$1,001 - $15,000",Aaron Rents INC (AAN),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/18/2015,Sale (Partial)
"$1,001 - $15,000",Energy Transfer Partners (ETE),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/17/2015,Sale (Partial)
"$1,001 - $15,000",Sunoco Logistics Partners (SXL),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/17/2015,Sale (Partial)
"$1,001 - $15,000",Targa Resources Partners (NGLS),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/17/2015,Sale (Partial)
"$1,001 - $15,000",Sunoco Logistics Partners (SXL),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/16/2015,Sale (Partial)
"$1,001 - $15,000",Targa Resources Partners (NGLS),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/16/2015,Sale (Partial)
"$1,001 - $15,000",Energy Transfer Equity CMN,Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/16/2015,Sale (Partial)
"$1,001 - $15,000",AARON RENTS INC (AAN),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/16/2015,Sale (Partial)
"$1,001 - $15,000",AARON RENTS INC (AAN),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/15/2015,Sale (Partial)
"$1,001 - $15,000",CIT GROUP CMN (CIT),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/15/2015,Sale (Partial)
"$1,001 - $15,000",Baxter International (BAX),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/11/2015,Purchase
"$1,001 - $15,000",Baxter International (BAX),Stock,--,10/07/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/0f819f2c-7313-4c60-b906-20d04a50f5ed/,"David A Perdue , Jr",--,09/08/2015,Purchase
Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,,10/06/2015,N/A,https://efdsearch.senate.gov/search/view/paper/3958238C-743E-4223-AFB0-CDB74F59BA96/,Richard Blumenthal,N/A,10/06/2015,N/A
"$15,001 - $50,000",DuPont EI de Nemours &amp; Co,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/11/2015,Purchase
"$1,001 - $15,000",Under Armour Inc Cl A,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
"$1,001 - $15,000",Johnson &amp; Johnson,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
"$1,001 - $15,000",Procter &amp; Gamble,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
"$1,001 - $15,000",DuPont EI de Nemours &amp; Co,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
"$1,001 - $15,000",Procter &amp; Gamble,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
"$1,001 - $15,000",General Electric Co,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
"$1,001 - $15,000",Tyco Intl Plc,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
"$1,001 - $15,000",SPDR Euro Stoxx 50 ETF,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
"$1,001 - $15,000",Bank of America,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
"$1,001 - $15,000",Walt Disney &amp; Co Hldg Co,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
"$1,001 - $15,000",JP Morgan Chase &amp; Co.,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
"$1,001 - $15,000",Verizon Communications,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
"$15,001 - $50,000",SPDR Trust Series 1,Stock,--,10/02/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,Thomas R Carper,--,09/17/2015,Purchase
Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,,09/30/2015,N/A,https://efdsearch.senate.gov/search/view/paper/C50F00D7-DBE9-4DFA-AA46-23A9C5BDB413/,Richard M Burr,N/A,09/30/2015,N/A
"$1,001 - $15,000","Green Tree 95-10 B2 Financial Corporation <div class=""text-muted""><em>Rate/Coupon:</em> 7.400<br> <em>Matures:</em> 01/15/2027</div>",Corporate Bond,--,09/30/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/49fcb4d6-d449-49d2-9f2a-190fb36a2180/,William Cassidy,--,09/18/2015,Sale (Full)
"$15,001 - $50,000",PALL CORP COMMON STOCK,Stock,--,09/28/2015,Self,https://efdsearch.senate.gov/search/view/ptr/6920d173-4f47-4772-bbe9-60a0dfd24616/,Gary C Peters,--,08/31/2015,Sale (Full)
"$1,001 - $15,000",Invesco Ltd. (NYSE),Stock,--,09/28/2015,Self,https://efdsearch.senate.gov/search/view/ptr/6920d173-4f47-4772-bbe9-60a0dfd24616/,Gary C Peters,IVZ,09/10/2015,Purchase
"$1,001 - $15,000",AbbVie Inc. (NYSE),Stock,--,09/28/2015,Self,https://efdsearch.senate.gov/search/view/ptr/6920d173-4f47-4772-bbe9-60a0dfd24616/,Gary C Peters,ABBV,09/10/2015,Purchase
"$1,001 - $15,000","AT&amp;T, Inc. (NYSE)",Stock,--,09/28/2015,Self,https://efdsearch.senate.gov/search/view/ptr/6920d173-4f47-4772-bbe9-60a0dfd24616/,Gary C Peters,T,09/10/2015,Purchase
"$1,001 - $15,000",Pfizer Inc. (NYSE),Stock,--,09/28/2015,Self,https://efdsearch.senate.gov/search/view/ptr/6920d173-4f47-4772-bbe9-60a0dfd24616/,Gary C Peters,PFE,09/16/2015,Purchase
"$1,001 - $15,000","Marsh &amp; McLennan Companies, Inc. (NYSE)",Stock,--,09/28/2015,Self,https://efdsearch.senate.gov/search/view/ptr/6920d173-4f47-4772-bbe9-60a0dfd24616/,Gary C Peters,MMC,09/16/2015,Purchase
"$1,001 - $15,000",Union Pacific Corporation (NYSE),Stock,--,09/28/2015,Self,https://efdsearch.senate.gov/search/view/ptr/6920d173-4f47-4772-bbe9-60a0dfd24616/,Gary C Peters,UNP,09/16/2015,Purchase
"$1,001 - $15,000",General Motors Company (NYSE),Stock,--,09/28/2015,Self,https://efdsearch.senate.gov/search/view/ptr/6920d173-4f47-4772-bbe9-60a0dfd24616/,Gary C Peters,GM,09/16/2015,Purchase
"$15,001 - $50,000",United Technologies Corporation (NYSE),Stock,--,09/24/2015,Child,https://efdsearch.senate.gov/search/view/ptr/aa249ce3-6a83-4bb8-a1b6-80fc2a1c2fef/,Sheldon Whitehouse,UTX,09/18/2015,Sale (Full)
"$1,001 - $15,000","Macy's, Inc. (NYSE)",Stock,--,09/24/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/aa249ce3-6a83-4bb8-a1b6-80fc2a1c2fef/,Sheldon Whitehouse,M,09/22/2015,Purchase
"$15,001 - $50,000",Raytheon Company (NYSE),Stock,--,09/24/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/aa249ce3-6a83-4bb8-a1b6-80fc2a1c2fef/,Sheldon Whitehouse,RTN,09/22/2015,Purchase
"$15,001 - $50,000",QUALCOMM Incorporated (NASDAQ),Stock,--,09/24/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/aa249ce3-6a83-4bb8-a1b6-80fc2a1c2fef/,Sheldon Whitehouse,QCOM,09/15/2015,Sale (Full)
"$15,001 - $50,000",Bank of America Corporation (NYSE),Stock,--,09/24/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/aa249ce3-6a83-4bb8-a1b6-80fc2a1c2fef/,Sheldon Whitehouse,BAC,09/15/2015,Sale (Full)
"$1,001 - $15,000",The Procter &amp; Gamble Company (NYSE),Stock,--,09/24/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/aa249ce3-6a83-4bb8-a1b6-80fc2a1c2fef/,Sheldon Whitehouse,PG,08/28/2015,Purchase
"$1,001 - $15,000",CSX Corp. (NYSE),Stock,--,09/24/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/aa249ce3-6a83-4bb8-a1b6-80fc2a1c2fef/,Sheldon Whitehouse,CSX,08/28/2015,Sale (Full)
"$1,001 - $15,000",Biogen Inc. (NASDAQ),Stock,--,09/24/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/aa249ce3-6a83-4bb8-a1b6-80fc2a1c2fef/,Sheldon Whitehouse,BIIB,08/28/2015,Purchase
"$15,001 - $50,000","Qlik Technologies, Inc. (NASDAQ)",Stock,--,09/24/2015,Self,https://efdsearch.senate.gov/search/view/ptr/aa249ce3-6a83-4bb8-a1b6-80fc2a1c2fef/,Sheldon Whitehouse,QLIK,08/28/2015,Sale (Full)
"$1,001 - $15,000","Facebook, Inc. (NASDAQ)",Stock,--,09/24/2015,Self,https://efdsearch.senate.gov/search/view/ptr/aa249ce3-6a83-4bb8-a1b6-80fc2a1c2fef/,Sheldon Whitehouse,FB,08/28/2015,Purchase
"$15,001 - $50,000",V.F. Corporation (NYSE),Stock,--,09/24/2015,Self,https://efdsearch.senate.gov/search/view/ptr/aa249ce3-6a83-4bb8-a1b6-80fc2a1c2fef/,Sheldon Whitehouse,VFC,08/28/2015,Sale (Partial)
"$15,001 - $50,000","Dickson TN Go Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0<br> <em>Matures:</em> 9/1/2015</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,09/26/2014,Sale (Full)
"$15,001 - $50,000","Metro Govt Nashville TN Go Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0<br> <em>Matures:</em> 10/01/2016</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,06/01/2014,Sale (Full)
"$15,001 - $50,000","Williamson County TN <div class=""text-muted""><em>Rate/Coupon:</em> 4.5<br> <em>Matures:</em> 05/01/2018</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,05/01/2014,Sale (Full)
"$50,001 - $100,000","Hendersonville Tenn Util Distric Water and Sewer <div class=""text-muted""><em>Rate/Coupon:</em> 4.0<br> <em>Matures:</em> 08/01/2023</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,01/29/2014,Purchase
"$50,001 - $100,000","Bristol TN Electric <div class=""text-muted""><em>Rate/Coupon:</em> 5.0<br> <em>Matures:</em> 09/01/2026</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,10/17/2013,Purchase
"$50,001 - $100,000","Metro Gov Nashville &amp; Davidson <div class=""text-muted""><em>Rate/Coupon:</em> 5.0<br> <em>Matures:</em> 10/01/2016</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,05/17/2013,Purchase
"$15,001 - $50,000","Houston Texas Utility Board <div class=""text-muted""><em>Rate/Coupon:</em> .94<br> <em>Matures:</em> 05/15/2034</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,03/07/2013,Purchase
"$15,001 - $50,000","Memphis TN Sewer System <div class=""text-muted""><em>Rate/Coupon:</em> 4.2<br> <em>Matures:</em> 10/01/2022</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,03/06/2013,Purchase
"$50,001 - $100,000","Tullahoma TN <div class=""text-muted""><em>Rate/Coupon:</em> 1.0<br> <em>Matures:</em> 10/01/2013</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,02/26/2013,Purchase
"$15,001 - $50,000","Memphis TN Electric System GO Bond <div class=""text-muted""><em>Rate/Coupon:</em> 5.0<br> <em>Matures:</em> 12/01/2017</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,12/01/2013,Sale (Full)
"$15,001 - $50,000","Houston Texas Utility Board <div class=""text-muted""><em>Rate/Coupon:</em> .94<br> <em>Matures:</em> 05/15/2034</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,03/26/2013,Sale (Full)
"$15,001 - $50,000","Metro Govt TN GO <div class=""text-muted""><em>Rate/Coupon:</em> 4.5<br> <em>Matures:</em> 05/15/2030</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,06/14/2012,Sale (Full)
"$50,001 - $100,000","Memphis-Shelby County <div class=""text-muted""><em>Rate/Coupon:</em> 5.5<br> <em>Matures:</em> 11/01/2017</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,11/01/2012,Sale (Full)
"$50,001 - $100,000","Franklin County TN Health <div class=""text-muted""><em>Rate/Coupon:</em> 4.0<br> <em>Matures:</em> 09/01/2023</div>",Municipal Security,--,09/23/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/86e969b3-64e7-4a51-84d7-da82847b501e/,Lamar Alexander,--,10/24/2012,Purchase
"$15,001 - $50,000",Apple Inc. (NASDAQ),Stock,--,09/21/2015,Self,https://efdsearch.senate.gov/search/view/ptr/95d27bf4-c3fc-4251-9f43-72b9a2112351/,John Cornyn,AAPL,08/21/2015,Purchase
Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,,09/21/2015,N/A,https://efdsearch.senate.gov/search/view/paper/07EFCC33-8702-496C-BC29-5B78EB7ADDB1/,Mark R Warner,N/A,09/21/2015,N/A
Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,,09/11/2015,N/A,https://efdsearch.senate.gov/search/view/paper/F27D0166-CB77-4D9D-B8B0-110965A46409/,Richard M Burr,N/A,09/11/2015,N/A
"$15,001 - $50,000","Saint Charles MICH CMNTY SCHS SCH BLDG &amp; SITE <div class=""text-muted""><em>Rate/Coupon:</em> 3.75<br> <em>Matures:</em> 05/01/2035</div>",Municipal Security,--,09/11/2015,Self,https://efdsearch.senate.gov/search/view/ptr/1c14b10b-125f-43df-b190-910a13679b12/,Gary C Peters,--,08/13/2015,Purchase
"$100,001 - $250,000",Capital One Financial Corporation (NYSE),Stock,--,09/10/2015,Self,https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/,James M Inhofe,COF,08/27/2015,Sale (Full)
"$15,001 - $50,000","RSP Permian, Inc. (NYSE)",Stock,--,09/10/2015,Self,https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/,James M Inhofe,RSPP,08/24/2015,Purchase
"$15,001 - $50,000",Chesapeake Energy Corporation (NYSE),Stock,--,09/10/2015,Self,https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/,James M Inhofe,CHK,08/24/2015,Purchase
"$15,001 - $50,000","Continental Resources, Inc. (NYSE)",Stock,--,09/10/2015,Self,https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/,James M Inhofe,CLR,08/24/2015,Sale (Partial)
"$15,001 - $50,000",Apple Inc. (NASDAQ),Stock,--,09/10/2015,Self,https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/,James M Inhofe,AAPL,08/24/2015,Purchase
"$15,001 - $50,000",Agilent Technologies Inc. (NYSE),Stock,--,09/10/2015,Self,https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/,James M Inhofe,A,08/24/2015,Purchase
"$50,001 - $100,000",Emerson Electric Co. (NYSE),Stock,--,09/10/2015,Self,https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/,James M Inhofe,EMR,08/24/2015,Sale (Full)
"$50,001 - $100,000","Arrow Electronics, Inc. (NYSE)",Stock,--,09/10/2015,Self,https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/,James M Inhofe,ARW,08/12/2015,Purchase
"$15,001 - $50,000",Merck &amp; Co. Inc. (NYSE),Stock,--,09/10/2015,Self,https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/,James M Inhofe,MRK,08/12/2015,Purchase
"$50,001 - $100,000","Federal Farm Credit Bank <div class=""text-muted""><em>Rate/Coupon:</em> 2.0%<br> <em>Matures:</em> 08/26/2019</div>",Municipal Security,--,09/08/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/7c2ffee4-3a8f-4047-8c25-25a5567f0e04/,Susan M Collins,--,08/26/2015,Purchase
"$50,001 - $100,000","Winslow Maine <div class=""text-muted""><em>Rate/Coupon:</em> 3.0%<br> <em>Matures:</em> 10/01/2020</div>",Municipal Security,--,09/08/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/7c2ffee4-3a8f-4047-8c25-25a5567f0e04/,Susan M Collins,--,08/20/2015,Purchase
"$100,001 - $250,000",Johnson Controls Inc. (NYSE),Stock,--,09/08/2015,Self,https://efdsearch.senate.gov/search/view/ptr/b4db91d7-1db0-4ceb-bfd4-5ad0b94694cd/,John Hoeven,JCI,08/13/2015,Purchase
"$50,001 - $100,000",Ralph Lauren Corporation (NYSE),Stock,--,09/08/2015,Self,https://efdsearch.senate.gov/search/view/ptr/b4db91d7-1db0-4ceb-bfd4-5ad0b94694cd/,John Hoeven,RL,08/13/2015,Purchase
"$100,001 - $250,000",Molson Coors Brewing Company (NYSE),Stock,--,09/08/2015,Self,https://efdsearch.senate.gov/search/view/ptr/b4db91d7-1db0-4ceb-bfd4-5ad0b94694cd/,John Hoeven,TAP,08/13/2015,Purchase
"$1,001 - $15,000","Aaron's, Inc. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",AAN,09/02/2015,Sale (Partial)
"$1,001 - $15,000",Corning Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",GLW,09/02/2015,Purchase
"$1,001 - $15,000",The Bank of New York Mellon Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BK,09/02/2015,Sale (Partial)
"$1,001 - $15,000",The Bank of New York Mellon Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BK,09/01/2015,Sale (Partial)
"$1,001 - $15,000",Corning Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",GLW,09/01/2015,Purchase
"$1,001 - $15,000",CIT Group Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CIT,08/31/2015,Sale (Partial)
"$1,001 - $15,000",The Bank of New York Mellon Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BK,08/31/2015,Sale (Partial)
"$1,001 - $15,000",Devon Energy Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DVN,08/31/2015,Purchase
